Unnamed: 0.1,Unnamed: 0,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Team,2024-07-10,19:00 (22:30),First qualifying round,Wed,Home,W,4,2
627,1,Erling Haaland,no NOR,FW,24.0,9.0,9.0,769.0,8.5,8.0,0.0,8.0,6.0,2.0,3.0,0.0,0.0,9.0,6.7,0.3,7.1,8.0,9.0,32.0,Manchester City,,,,,,,,
628,2,Bernardo Silva,pt POR,"MF,FW",29.0,9.0,9.0,763.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6,1.6,33.0,48.0,71.0,Manchester City,,,,,,,,
629,3,Ederson,br BRA,GK,30.0,8.0,8.0,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City,,,,,,,,
630,4,Manuel Akanji,ch SUI,DF,29.0,8.0,8.0,644.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,16.0,69.0,2.0,Manchester City,,,,,,,,
631,5,Phil Foden,eng ENG,"MF,FW",24.0,9.0,7.0,687.0,7.6,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.7,1.7,1.2,2.9,24.0,47.0,73.0,Manchester City,,,,,,,,
632,6,Sávio,br BRA,"FW,MF",20.0,9.0,7.0,576.0,6.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,0.9,2.4,35.0,16.0,92.0,Manchester City,,,,,,,,
633,7,Rico Lewis,eng ENG,"DF,MF",19.0,9.0,6.0,640.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,2.5,3.0,20.0,60.0,32.0,Manchester City,,,,,,,,
634,8,Matheus Nunes,pt POR,"MF,DF",25.0,7.0,6.0,531.0,5.9,1.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,0.9,0.2,2.0,2.2,31.0,38.0,69.0,Manchester City,,,,,,,,
635,9,İlkay Gündoğan,de GER,MF,33.0,10.0,6.0,523.0,5.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,0.5,2.2,20.0,51.0,28.0,Manchester City,,,,,,,,
636,10,Rúben Dias,pt POR,DF,27.0,7.0,5.0,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,Manchester City,,,,,,,,
637,11,Kevin De Bruyne,be BEL,MF,33.0,7.0,5.0,397.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,2.0,2.8,14.0,33.0,42.0,Manchester City,,,,,,,,
638,12,John Stones,eng ENG,"DF,MF",30.0,6.0,5.0,363.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.1,11.0,31.0,3.0,Manchester City,,,,,,,,
639,13,Jack Grealish,eng ENG,"FW,MF",28.0,6.0,4.0,353.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.5,1.2,23.0,19.0,36.0,Manchester City,,,,,,,,
640,14,Mateo Kovačić,hr CRO,MF,30.0,6.0,3.0,308.0,3.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,11.0,29.0,6.0,Manchester City,,,,,,,,
641,15,Nathan Aké,nl NED,DF,29.0,4.0,3.0,284.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,2.0,16.0,2.0,Manchester City,,,,,,,,
642,16,Jeremy Doku,be BEL,FW,22.0,4.0,2.0,193.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.9,26.0,6.0,52.0,Manchester City,,,,,,,,
643,17,Stefan Ortega,de GER,GK,31.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester City,,,,,,,,
644,18,Jahmai Simpson-Pusey,eng ENG,DF,18.0,2.0,1.0,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,8.0,0.0,Manchester City,,,,,,,,
645,19,Kyle Walker,eng ENG,DF,34.0,2.0,1.0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,Manchester City,,,,,,,,
646,20,Omar Marmoush,eg EGY,FW,25.0,2.0,1.0,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,1.0,6.0,Manchester City,,,,,,,,
647,21,Nicolás González,es ESP,MF,22.0,1.0,1.0,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.0,0.9,2.0,6.0,1.0,Manchester City,,,,,,,,
648,22,Abdukodir Khusanov,uz UZB,DF,20.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,5.0,6.0,Manchester City,,,,,,,,
649,23,Rodri,es ESP,MF,28.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,7.0,1.0,Manchester City,,,,,,,,
650,24,James Mcatee,eng ENG,"MF,FW",21.0,5.0,0.0,110.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,6.0,10.0,15.0,Manchester City,,,,,,,,
651,25,Nico O’Reilly,eng ENG,FW,19.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Manchester City,,,,,,,,
652,26,Max Alleyne,eng ENG,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Manchester City,,,,,,,,
653,27,Scott Carson,eng ENG,GK,38.0,0.0,0.0,,,,,,,,,,,,,,,,,,Manchester City,,,,,,,,
654,28,Max Hudson,wls WAL,GK,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,Manchester City,,,,,,,,
655,29,Josh Wilson-Esbrand,eng ENG,DF,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,Manchester City,,,,,,,,
656,30,Jacob Wright,eng ENG,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Manchester City,,,,,,,,
657,0,Tijjani Reijnders,nl NED,MF,26.0,10.0,10.0,867.0,9.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.4,2.4,0.7,3.1,22.0,54.0,32.0,Milan,,,,,,,,
658,1,Theo Hernández,fr FRA,DF,26.0,10.0,10.0,860.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.2,1.2,0.8,1.9,24.0,44.0,57.0,Milan,,,,,,,,
659,2,Mike Maignan,fr FRA,GK,29.0,10.0,10.0,860.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Milan,,,,,,,,
660,3,Youssouf Fofana,fr FRA,MF,25.0,10.0,9.0,799.0,8.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.1,1.6,13.0,56.0,16.0,Milan,,,,,,,,
661,4,Rafael Leão,pt POR,FW,25.0,10.0,9.0,793.0,8.8,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.2,2.2,1.5,3.7,41.0,31.0,106.0,Milan,,,,,,,,
662,5,Christian Pulisic,us USA,"FW,MF",25.0,9.0,8.0,628.0,7.0,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1.3,1.3,1.7,3.0,29.0,35.0,46.0,Milan,,,,,,,,
663,6,Fikayo Tomori,eng ENG,DF,26.0,7.0,6.0,564.0,6.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2,5.0,43.0,1.0,Milan,,,,,,,,
664,7,Strahinja Pavlović,rs SRB,DF,23.0,7.0,6.0,541.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,20.0,27.0,4.0,Milan,,,,,,,,
665,8,Álvaro Morata,es ESP,FW,31.0,7.0,6.0,391.0,4.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,0.5,1.7,2.0,5.0,15.0,Milan,,,,,,,,
666,9,Yunus Musah,us USA,"FW,MF",21.0,7.0,5.0,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.3,0.6,13.0,17.0,24.0,Milan,,,,,,,,
667,10,Matteo Gabbia,it ITA,DF,24.0,6.0,5.0,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,1.0,20.0,0.0,Milan,,,,,,,,
668,11,Malick Thiaw,de GER,DF,22.0,5.0,4.0,337.0,3.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.6,1.3,4.0,29.0,0.0,Milan,,,,,,,,
669,12,Emerson,br BRA,DF,25.0,7.0,4.0,317.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,6.0,16.0,17.0,Milan,,,,,,,,
670,13,Ruben Loftus-Cheek,eng ENG,MF,28.0,6.0,4.0,281.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,9.0,7.0,7.0,Milan,,,,,,,,
671,14,Davide Calabria,it ITA,DF,27.0,5.0,3.0,313.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.4,0.5,4.0,16.0,21.0,Milan,,,,,,,,
672,15,Tammy Abraham,eng ENG,FW,26.0,9.0,2.0,301.0,3.3,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.2,1.2,0.7,1.9,9.0,6.0,19.0,Milan,,,,,,,,
673,16,João Félix,pt POR,MF,24.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,5.0,13.0,10.0,Milan,,,,,,,,
674,17,Kyle Walker,eng ENG,DF,34.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,9.0,15.0,Milan,,,,,,,,
675,18,Santiago Giménez,mx MEX,FW,23.0,2.0,2.0,152.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.9,2.0,3.0,7.0,Milan,,,,,,,,
676,19,Samuel Chukwueze,ng NGA,FW,25.0,7.0,1.0,280.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,1.0,21.0,18.0,49.0,Milan,,,,,,,,
677,20,Noah Okafor,ch SUI,"FW,MF",24.0,5.0,1.0,106.0,1.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,7.0,11.0,15.0,Milan,,,,,,,,
678,21,Ismaël Bennacer,dz ALG,MF,26.0,1.0,1.0,74.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,4.0,0.0,Milan,,,,,,,,
679,22,Filippo Terracciano,it ITA,"DF,MF",21.0,2.0,0.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,Milan,,,,,,,,
680,23,Lorenzo Torriani,it ITA,GK,19.0,1.0,0.0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Milan,,,,,,,,
681,24,Francesco Camarda,it ITA,"FW,MF",16.0,4.0,0.0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,2.0,Milan,,,,,,,,
682,25,Davide Bartesaghi,it ITA,DF,18.0,1.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,1.0,Milan,,,,,,,,
683,26,Lapo Nava,it ITA,GK,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,Milan,,,,,,,,
684,27,Marco Sportiello,it ITA,GK,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,Milan,,,,,,,,
685,28,Kevin Zeroli,it ITA,MF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Milan,,,,,,,,
686,0,Thilo Kehrer,de GER,DF,27.0,10.0,10.0,855.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,0.0,0.9,7.0,43.0,1.0,Monaco,,,,,,,,
687,1,Maghnes Akliouche,fr FRA,"FW,MF",22.0,10.0,10.0,805.0,8.9,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,2.1,3.6,37.0,47.0,51.0,Monaco,,,,,,,,
688,2,Breel Embolo,ch SUI,FW,27.0,10.0,10.0,745.0,8.3,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,3.2,3.2,1.5,4.7,6.0,19.0,43.0,Monaco,,,,,,,,
689,3,Vanderson,br BRA,DF,23.0,9.0,9.0,778.0,8.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.8,0.9,17.0,23.0,45.0,Monaco,,,,,,,,
690,4,Lamine Camara,sn SEN,MF,20.0,9.0,9.0,605.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,0.6,7.0,23.0,10.0,Monaco,,,,,,,,
691,5,Radosław Majecki,pl POL,GK,24.0,8.0,8.0,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monaco,,,,,,,,
692,6,Denis Zakaria,ch SUI,MF,27.0,7.0,7.0,613.0,6.8,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.9,0.2,0.1,0.3,2.0,37.0,5.0,Monaco,,,,,,,,
693,7,Eliesse Ben Seghir,ma MAR,"MF,FW",19.0,10.0,7.0,545.0,6.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.5,2.0,20.0,20.0,41.0,Monaco,,,,,,,,
694,8,Aleksandr Golovin,ru RUS,"FW,MF",28.0,9.0,6.0,574.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.2,1.7,14.0,25.0,33.0,Monaco,,,,,,,,
695,9,Takumi Minamino,jp JPN,"MF,FW",29.0,9.0,6.0,569.0,6.3,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.3,2.3,1.0,3.3,11.0,20.0,45.0,Monaco,,,,,,,,
696,10,Wilfried Singo,ci CIV,DF,23.0,6.0,6.0,507.0,5.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,0.5,0.5,0.5,1.1,8.0,24.0,8.0,Monaco,,,,,,,,
697,11,Caio Henrique Oliveira Silva,br BRA,DF,27.0,8.0,5.0,486.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.1,16.0,20.0,28.0,Monaco,,,,,,,,
698,12,Mohammed Salisu,gh GHA,DF,25.0,6.0,5.0,478.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,4.0,16.0,0.0,Monaco,,,,,,,,
699,13,Christian Mawissa,fr FRA,DF,19.0,6.0,4.0,294.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,4.0,Monaco,,,,,,,,
700,14,Soungoutou Magassa,fr FRA,MF,20.0,7.0,2.0,287.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,2.0,11.0,3.0,Monaco,,,,,,,,
701,15,Krépin Diatta,sn SEN,DF,25.0,4.0,2.0,213.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,8.0,11.0,17.0,Monaco,,,,,,,,
702,16,Philipp Köhn,ch SUI,GK,26.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monaco,,,,,,,,
703,17,Mika Biereth,dk DEN,FW,21.0,2.0,1.0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,Monaco,,,,,,,,
704,18,Almoatasem Al Musrati,ly LBY,MF,28.0,1.0,1.0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Monaco,,,,,,,,
705,19,George Ilenikhena,ng NGA,FW,17.0,6.0,0.0,113.0,1.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,1.0,3.0,6.0,Monaco,,,,,,,,
706,20,Folarin Balogun,us USA,FW,23.0,3.0,0.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,2.0,3.0,9.0,Monaco,,,,,,,,
707,21,Jordan Teze,nl NED,"MF,DF",24.0,3.0,0.0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,0.0,Monaco,,,,,,,,
708,22,Lucas Michal,fr FRA,MF,19.0,3.0,0.0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monaco,,,,,,,,
709,23,Eliot Matazo,be BEL,MF,22.0,3.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.0,1.0,0.0,Monaco,,,,,,,,
710,24,Kassoum Ouattara,fr FRA,DF,19.0,2.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Monaco,,,,,,,,
711,25,Saïmon Bouabré,fr FRA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Monaco,,,,,,,,
712,26,Mamadou Coulibaly,fr FRA,MF,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,Monaco,,,,,,,,
713,27,Edan Diop,fr FRA,MF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Monaco,,,,,,,,
714,28,Yann Liénard,fr FRA,GK,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,Monaco,,,,,,,,
715,29,Samuel Nibombé,be BEL,DF,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,Monaco,,,,,,,,
716,30,Joan Tincres,fr FRA,FW,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Monaco,,,,,,,,
717,0,Willian Pacho,ec ECU,DF,22.0,17.0,17.0,1541.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.0,36.0,2.0,Paris Saint-Germain,,,,,,,,
718,1,Achraf Hakimi,ma MAR,DF,25.0,17.0,17.0,1540.0,17.1,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,3.2,3.2,4.6,7.8,75.0,110.0,160.0,Paris Saint-Germain,,,,,,,,
719,2,Vitinha,pt POR,MF,24.0,17.0,16.0,1447.0,16.1,2.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0,2.3,0.7,2.1,2.8,24.0,103.0,21.0,Paris Saint-Germain,,,,,,,,
720,3,Nuno Mendes,pt POR,DF,22.0,16.0,16.0,1446.0,16.1,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,2.2,2.2,1.2,3.4,42.0,98.0,47.0,Paris Saint-Germain,,,,,,,,
721,4,Marquinhos,br BRA,DF,30.0,16.0,16.0,1439.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.5,1.2,7.0,87.0,1.0,Paris Saint-Germain,,,,,,,,
722,5,João Neves,pt POR,MF,19.0,17.0,16.0,1431.0,15.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.1,2.1,1.7,3.8,22.0,90.0,32.0,Paris Saint-Germain,,,,,,,,
723,6,Gianluigi Donnarumma,it ITA,GK,25.0,15.0,15.0,1380.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paris Saint-Germain,,,,,,,,
724,7,Fabián Ruiz Peña,es ESP,MF,28.0,17.0,14.0,1145.0,12.7,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,2.3,3.3,18.0,69.0,43.0,Paris Saint-Germain,,,,,,,,
725,8,Bradley Barcola,fr FRA,FW,21.0,17.0,14.0,1087.0,12.1,3.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,6.0,6.0,3.8,9.8,61.0,25.0,177.0,Paris Saint-Germain,,,,,,,,
726,9,Ousmane Dembélé,fr FRA,FW,27.0,15.0,13.0,1158.0,12.9,8.0,6.0,14.0,8.0,0.0,0.0,2.0,1.0,8.1,8.1,3.7,11.8,89.0,87.0,138.0,Paris Saint-Germain,,,,,,,,
727,10,Désiré Doué,fr FRA,FW,19.0,16.0,8.0,740.0,8.2,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,2.7,2.7,2.5,5.2,52.0,27.0,64.0,Paris Saint-Germain,,,,,,,,
728,11,Khvicha Kvaratskhelia,ge GEO,FW,23.0,9.0,8.0,733.0,8.1,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.5,3.5,54.0,26.0,65.0,Paris Saint-Germain,,,,,,,,
729,12,Warren Zaïre-Emery,fr FRA,MF,18.0,13.0,6.0,605.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.4,1.6,15.0,44.0,21.0,Paris Saint-Germain,,,,,,,,
730,13,Lee Kang-in,kr KOR,"FW,MF",23.0,11.0,4.0,468.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.6,2.0,19.0,39.0,56.0,Paris Saint-Germain,,,,,,,,
731,14,Matvei Safonov,ru RUS,GK,25.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paris Saint-Germain,,,,,,,,
732,15,Marco Asensio,es ESP,FW,28.0,4.0,2.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,3.0,2.0,7.0,Paris Saint-Germain,,,,,,,,
733,16,Gonçalo Ramos,pt POR,FW,23.0,12.0,1.0,214.0,2.4,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.7,2.7,0.8,3.5,3.0,2.0,5.0,Paris Saint-Germain,,,,,,,,
734,17,Lucas Beraldo,br BRA,DF,20.0,4.0,1.0,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,6.0,0.0,Paris Saint-Germain,,,,,,,,
735,18,Lucas Hernández,fr FRA,DF,28.0,5.0,1.0,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,Paris Saint-Germain,,,,,,,,
736,19,Randal Kolo Muani,fr FRA,FW,25.0,4.0,0.0,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.3,1.2,2.0,4.0,13.0,Paris Saint-Germain,,,,,,,,
737,20,Senny Mayulu,fr FRA,MF,18.0,4.0,0.0,50.0,0.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,3.0,3.0,Paris Saint-Germain,,,,,,,,
738,21,Presnel Kimpembe,fr FRA,DF,28.0,1.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Paris Saint-Germain,,,,,,,,
739,22,Naoufel El Hannach,ma MAR,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,,,,,,,,
740,23,Ibrahim Mbaye,fr FRA,FW,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,,,,,,,,
741,24,Louis Mouquet,pt POR,GK,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,,,,,,,,
742,25,Milan Škriniar,sk SVK,"DF,MF",29.0,0.0,0.0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,,,,,,,,
743,26,Axel Tapé,fr FRA,MF,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,,,,,,,,
744,27,Arnau Tenas,es ESP,GK,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,,,,,,,,
745,28,Yoram Zague,fr FRA,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,,,,,,,,
746,0,Walter Benítez,ar ARG,GK,31.0,11.0,11.0,1020.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PSV Eindhoven,,,,,,,,
747,1,Olivier Boscagli,fr FRA,DF,26.0,11.0,10.0,910.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.6,0.9,12.0,79.0,1.0,PSV Eindhoven,,,,,,,,
748,2,Luuk de Jong,nl NED,FW,33.0,12.0,10.0,904.0,10.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,3.7,3.7,1.5,5.2,1.0,16.0,43.0,PSV Eindhoven,,,,,,,,
749,3,Ryan Flamingo,nl NED,DF,21.0,11.0,10.0,858.0,9.5,3.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.3,1.3,0.2,1.4,5.0,49.0,1.0,PSV Eindhoven,,,,,,,,
750,4,Johan Bakayoko,be BEL,"FW,MF",21.0,12.0,9.0,858.0,9.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,1.7,3.5,60.0,24.0,123.0,PSV Eindhoven,,,,,,,,
751,5,Mauro Júnior,br BRA,"DF,MF",25.0,10.0,9.0,828.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.3,0.7,7.0,35.0,48.0,PSV Eindhoven,,,,,,,,
752,6,Guus Til,nl NED,"MF,FW",26.0,12.0,8.0,769.0,8.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,1.3,3.2,8.0,23.0,51.0,PSV Eindhoven,,,,,,,,
753,7,Ismael Saibari,ma MAR,MF,23.0,10.0,8.0,723.0,8.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,3.1,3.1,1.5,4.6,23.0,40.0,41.0,PSV Eindhoven,,,,,,,,
